Axial,Tangential,Radial,fault
-1.65,0.63,11.45,1
0.75,-1.61,10.04,1
-1.84,1.14,11.02,1
-1.53,-0.24,10.08,1
0.39,0.12,8.87,1
0.59,2.04,8.87,1
-2.35,2.55,12.63,1
0.75,0.98,12,1
0.16,3.84,9.1,1
-1.49,2.59,9.92,1
0.12,2.71,9.65,1
0.59,2.86,8.47,1
-2,1.69,10.36,1
-1.1,-1.02,10.32,1
-0.04,0.35,8.28,1
0.82,2.16,8.63,1
-1.18,-0.78,10.12,1
-0.16,0.04,8.79,1
-0.08,1.96,9.61,1
-1.73,1.92,10.79,1
-1.26,-0.55,9.81,1
-0.55,2.82,8.9,1
-1.45,0.12,11.41,1
-0.9,-1.26,9.85,1
0.67,1.02,8.16,1
-0.55,2.94,9.81,1
0.39,0.12,8.98,1
0.55,1.8,9.18,1
-1.73,1.26,11.02,1
-1.65,-0.39,10.2,1
0.51,-1.8,7.37,1
-1.1,1.77,11.02,1
0.24,-7.49,6.83,1
1.8,-1.8,5.77,1
2.67,5.41,8.47,1
-0.67,0.67,9.89,1
0.59,1.37,8.9,1
0.9,1.1,9.73,1
-3.84,3.33,10.36,1
0.04,-0.98,9.18,1
0.39,1.1,8.59,1
-0.12,3.14,9.26,1
-1.77,1.18,10.67,1
0.67,2.2,10.28,1
-1.26,1.57,11.1,1
-2,-0.39,10.94,1
-0.04,-0.16,8.87,1
0.9,2.35,8.94,1
-1.57,1.41,10.98,1
0.43,0.31,10.47,1
-0.12,3.3,9.38,1
-1.29,2.35,10.75,1
0.04,2.86,11.53,1
1.26,-2.59,7.53,1
-1.06,-8.43,6.9,1
0.39,-5.57,7.41,1
1.22,-1.37,7.69,1
1.73,0.94,6.94,1
-0.98,0,8.87,1
0.31,-0.35,9.3,1
0.98,2.24,9.14,1
-1.37,1.65,10.98,1
0.31,-0.35,11.18,1
-0.43,2.86,9.53,1
-1.8,1.88,10.51,1
-1.14,-0.75,10.36,1
-0.12,0.16,8.87,1
-0.31,2.24,9.65,1
-1.22,1.88,10.55,1
0.51,1.69,8.12,1
0,3.41,10.36,1
-0.9,2.9,12.04,1
-0.16,-1.84,8.67,1
1.33,3.61,9.73,1
-0.39,-6.2,8.12,1
0.12,-0.9,9.1,1
0.55,2.08,8.98,1
-1.65,2.98,8.63,1
-0.27,-0.47,10.75,1
0.24,-0.27,9.22,1
1.1,2.2,8.83,1
-1.45,1.73,10.98,1
-1.92,-0.39,11.26,1
-0.51,-0.04,9.22,1
-1.8,1.8,10.71,1
-1.29,-0.78,10.28,1
0,0.04,8.71,1
-0.39,2.12,9.69,1
-1.84,2.12,10.71,1
0.27,-0.59,9.89,1
-0.39,2.94,10.16,1
-2.08,-0.43,11.02,1
0.67,1.29,10.12,1
-0.71,0.71,9.69,1
0.98,4.04,9.69,1
-1.8,-1.06,9.81,1
0.67,2.9,9.61,1
-0.24,3.57,9.41,1
-1.61,1.92,10.43,1
0.43,-0.51,10.08,1
-0.2,2.9,9.57,1
-1.57,0.82,11.41,1
-1.02,-1.41,9.92,1
0.59,0.86,8.24,1
-0.24,3.06,9.34,1
0.47,0.16,8.9,1
0.94,2,9.18,1
-1.84,1.33,11.1,1
0.24,-0.2,9.96,1
-0.12,2.51,8.71,1
-1.69,0.43,10.9,1
-2.47,-4.47,11.45,1
0.04,1.26,9.45,1
-0.12,3.18,9.61,1
-1.77,-1.61,9.3,1
0.59,1.77,8.63,1
-0.55,3.14,9.89,1
-1.57,0.47,11.45,1
0.39,-1.29,9.73,1
-1.8,1.53,11.1,1
-1.37,-0.47,9.85,1
0.63,0.2,8.75,1
0.39,1.92,9.38,1
-0.94,-1.26,9.77,1
0.39,1.53,8.12,1
-0.04,2.86,9.53,1
-1.57,0.2,11.61,1
0.08,-1.1,9.89,1
-1.41,1.45,10.63,1
-0.98,-0.55,9.57,1
0.16,0.47,9.18,1
0.08,1.65,9.53,1
-0.98,-0.59,9.85,1
0.39,1.61,8.32,1
-0.24,2.82,10.08,1
-2,-0.39,11.65,1
-1.18,-0.24,9.85,1
0.51,1.96,8.24,1
-0.9,-0.67,9.81,1
-0.16,0.35,9.1,1
-0.2,2.04,9.38,1
-1.69,2.12,10.87,1
0.2,-0.12,9.96,1
0.04,0.9,8.98,1
8,0.27,11.53,1
-1.73,-1.57,10.32,1
0.63,0.94,8.32,1
-1.29,0.35,9.89,1
0.43,0.08,8.94,1
0.82,1.96,9.3,1
-0.9,1.06,11.14,1
0.75,0.71,8.12,1
-0.12,3.14,9.34,1
-1.69,0.94,11.38,1
-0.94,-1.41,10.12,1
0.55,0.86,8.36,1
-1.49,-0.24,10.04,1
0.16,0.08,8.94,1
1.06,2.28,8.98,1
-1.77,1.14,11.3,1
0.86,-0.27,10.12,1
-0.24,3.02,9.53,1
-1.53,0.86,11.3,1
-0.9,-1.41,10.04,1
0.51,0.86,8.43,1
-0.12,3.22,9.1,1
-0.04,0.08,8.94,1
1.06,2.28,8.9,1
-1.69,1.1,11.22,1
-1.73,-0.35,10.59,1
0,-0.12,8.75,1
-2,1.29,9.06,1
-0.78,-1.1,10.08,1
0.08,0.39,8.67,1
-0.27,3.18,9.49,1
-1.77,1.49,10.43,1
0.16,2.2,10.28,1
-0.47,2.24,10.67,1
-2.47,-0.63,11.3,1
-0.82,-0.24,9.41,1
1.18,1.69,7.61,1
-1.26,1.96,11.65,1
1.22,0.78,14.04,1
0.47,2.12,10.24,1
-2.98,2.2,13.26,1
-3.22,0.24,12.91,1
-1.06,-0.31,10,1
0.78,0.39,8.59,1
-2.82,-0.51,11.22,1
-0.67,0.04,9.45,1
0,2.28,8.63,1
-0.08,2.55,10.32,1
-2.31,-0.63,11.45,1
-0.98,-0.27,9.69,1
-1.37,1.88,8.04,1
-1.26,-0.51,9.96,1
0.47,0.35,8.75,1
-0.12,1.8,9.49,1
-1.45,2.08,10.9,1
0.51,1.49,9.57,1
-0.63,2.9,9.81,1
-1.41,0.08,11.61,1
-1.02,-1.06,9.81,1
0.51,1.69,7.96,1
-1.26,-0.51,9.85,1
0.39,0.35,8.87,1
-0.04,1.88,9.34,1
-2.39,2.59,10.94,1
0.55,2.79,10.4,1
0.43,3.26,9.73,1
-1.8,0.43,11.49,1
-1.22,-0.47,10.36,1
0.55,1.02,8.24,1
-1.37,-0.43,10.24,1
0.51,0.71,8.55,1
1.1,2.51,8.32,1
-1.14,1.77,11.06,1
-2.04,-0.51,11.06,1
-0.39,-0.12,8.83,1
-1.92,1.69,11.02,1
-1.06,-0.98,10.32,1
0.35,0.43,8.63,1
-0.39,3.3,9.38,1
-1.65,1.29,10.75,1
0.86,-1.33,10.4,1
-1.49,1.29,11.18,1
-1.88,-0.12,10.67,1
0.35,0.43,8.79,1
1.65,1.1,7.3,1
-2.28,3.77,14.16,1
-1.26,3.49,13.38,1
0,3.3,9.73,1
1.57,3.77,9.22,1
-2.63,3.53,10.71,1
-0.27,-1.61,10.75,1
-0.9,3.1,9.41,1
-1.77,1.84,11.3,1
-2,-0.2,10.67,1
-0.35,-0.35,8.83,1
0.39,2.2,8.51,1
-0.59,2.35,10.87,1
-0.12,-0.55,11.3,1
-0.35,2.82,8.98,1
-1.8,1.77,10.83,1
-1.29,-1.02,9.96,1
0.12,0.04,8.79,1
-0.43,3.14,9.38,1
-0.55,-0.16,8.98,1
0.51,2.31,8.51,1
-1.26,1.77,11.06,1
-2.98,-0.63,10.98,1
-0.51,-0.24,8.87,1
0.94,2.2,9.3,1
-1.37,-2.67,9.34,1
-0.12,0.16,10.87,1
-2,3.02,11.77,1
-1.8,1.92,11.3,1
-1.84,-0.39,10.55,1
-0.27,0.31,8.55,1
-1.02,1.92,9.18,1
-0.71,-1.22,10.08,1
0.71,0.86,8.36,1
-0.31,3.06,9.38,1
-1.49,0.94,10.98,1
-0.78,-1.37,10.04,1
-1.8,0.86,8.51,1
-1.29,-0.47,10.08,1
0.35,0,8.75,1
0.82,2.16,8.98,1
-1.73,1.29,11.22,1
0.71,0.86,10.04,1
-0.51,3.14,9.57,1
-1.26,0.75,11.34,1
-1.02,-1.45,9.92,1
0.71,1.06,8.12,1
-1.45,-0.39,10.04,1
0.39,0.35,8.75,1
0.55,2.16,9.34,1
-1.96,1.33,11.14,1
-1.65,-0.35,10.59,1
0.43,-1.84,8.08,1
-1.41,0.04,11.38,1
0.12,0.78,10.12,1
-0.67,1.14,9.14,1
-0.63,5.22,11.22,1
-2.47,4.16,12.28,1
-0.24,0.9,11.22,1
-1.37,4.31,11.92,1
-1.41,1.77,11.49,1
-2.28,-0.24,11.26,1
-0.75,-0.24,9.3,1
0.27,1.96,8.55,1
-0.39,2.94,10,1
0,0.24,11.57,1
-0.12,2,9.53,1
-1.73,2.04,10.75,1
-1.49,-0.47,10.43,1
0.39,0.27,8.79,1
-2,-0.31,9.69,1
-0.98,-0.59,9.69,1
0.39,1.65,8.36,1
-0.27,2.94,9.96,1
-2.16,0.78,13.77,1
0.2,-1.57,10.9,1
-1.84,1.57,10.87,1
-1.8,-0.63,10.36,1
0.43,-0.35,8.87,1
0.55,2.35,9.1,1
-1.61,1.57,11.1,1
0.31,-0.51,11.1,1
-0.51,3.18,9.53,1
-1.57,1.37,10.28,1
-1.02,-0.78,10.28,1
0,0.27,8.71,1
-0.12,2.79,9.3,1
-0.98,0.16,10.9,1
0.43,2.35,8.51,1
-0.47,2.55,10.4,1
-2.2,-0.75,11.57,1
-0.9,-0.12,9.3,1
0.31,2.28,8.59,1
-1.06,-0.55,10.12,1
0.12,0.24,8.71,1
-1.33,1.96,10.12,1
-1.69,1.69,10.51,1
-1.1,0.63,10.2,1
0.04,0.75,9.02,1
-2.04,0.2,12.87,1
-1.41,-1.8,11.41,1
0.24,1.26,8.63,1
-0.27,2.43,9.69,1
-0.82,2.12,10.79,1
0.43,2.04,8.47,1
-0.59,2.75,9.96,1
-1.65,-0.16,11.57,1
-0.86,-0.98,9.61,1
0.82,1.29,8.12,1
-1.1,-0.55,9.89,1
0.35,0.51,8.79,1
0.86,2.2,9.26,1
-0.98,1.1,11.22,1
0.39,0.67,8.28,1
-0.35,4.16,9.57,1
-0.63,1.18,9.73,1
-0.63,-2.86,8.43,1
-0.24,-3.1,7.14,1
-0.51,-2.9,8.28,1
-0.98,0.2,10.63,1
0.12,-0.24,8.94,1
0.35,2.39,8.71,1
-1.02,2.82,10.08,1
-0.12,0.08,9.14,1
0.08,1.96,9.26,1
-1.8,1.8,10.9,1
-1.33,-0.63,9.92,1
-0.35,0.12,8.71,1
-1.92,0.27,11.73,1
-0.75,-1.29,9.85,1
0.63,1.26,8.32,1
-0.55,3.18,9.73,1
0.75,0.39,11.45,1
0.31,2,9.26,1
-1.77,1.37,11.06,1
-1.45,-0.51,9.92,1
0.75,0.12,8.79,1
-1.45,0.63,11.89,1
-1.45,-1.06,11.41,1
-0.59,1.06,8.47,1
-0.71,4.86,9.85,1
-0.98,-0.82,7.85,1
-0.75,-1.22,10.16,1
0,0.39,8.94,1
-1.53,0.63,11.77,1
-0.94,-1.14,10,1
0.51,0.51,8.51,1
-0.08,2.71,9.14,1
-0.2,-0.24,11.1,1
0.59,2.39,10.24,1
-1.1,1.73,11.02,1
-1.84,-0.55,10.98,1
-0.67,-0.2,9.06,1
0.16,2.24,8.59,1
-0.43,2.2,10.51,1
-0.39,0.16,11.73,1
-0.2,2.43,9.53,1
-1.73,1.73,10.75,1
-1.26,-0.86,10.12,1
-0.24,-0.63,8.9,1
-0.08,2,9.38,1
-1.96,-1.22,9.34,1
0.16,0.98,7.81,1
-0.04,0.94,9.81,1
-1.73,-0.78,11.73,1
-1.45,-1.22,9.65,1
0.67,0.31,8.51,1
-2.12,-0.71,10.83,1
-0.43,-0.35,9.14,1
0.59,2.08,8.67,1
-1.06,1.65,11.1,1
-2.31,-0.75,11.18,1
-0.27,-0.24,8.55,1
0.78,2.31,8.71,1
-1.02,-1.18,9.89,1
0,0.39,8.71,1
-0.59,3.1,9.45,1
-0.63,1.33,10.55,1
0.47,2.31,8.55,1
-0.82,1.84,10.94,1
-2.31,-0.78,11.3,1
-0.63,-0.27,8.59,1
0.43,2.2,8.59,1
-1.02,-1.18,11.3,1
0.39,0.39,8.59,1
-0.24,3.53,9.49,1
-2.75,3.18,11.57,1
-1.06,0.39,8.9,1
0.12,-0.59,8.2,1
-1.77,0.94,10.98,1
-1.18,-0.98,10.63,1
-0.24,-0.2,9.1,1
-0.31,2,9.38,1
-1.49,1.8,10.67,1
-1.69,-0.63,10.36,1
0.67,0.2,8.75,1
-1.8,0.12,12.04,1
-0.9,-1.41,9.73,1
0.71,1.02,7.92,1
-0.71,3.02,9.77,1
0.35,0.27,8.55,1
0.59,2,9.26,1
-1.77,1.18,11.22,1
-1.49,-0.47,10.16,1
0,0.12,8.28,1
-1.06,1.77,10.55,1
-0.63,0.2,10.47,1
0.78,0.39,9.22,1
-0.12,2.2,9.65,1
-1.37,-1.29,10.16,1
1.02,0.9,8.2,1
-0.16,2.9,9.14,1
-2.04,1.14,11.02,1
-0.75,-0.98,10,1
0.12,0.24,8.67,1
-1.77,-0.47,10.67,1
-0.63,-0.2,9.02,1
0.16,2.16,8.63,1
-0.78,2.04,10.87,1
-2.31,-0.82,11.34,1
-0.98,-0.31,9.22,1
-1.84,2.28,8.36,1
-1.37,-0.94,10.24,1
0.04,0.16,8.63,1
-0.12,1.45,9.49,1
-1.8,2.2,10.51,1
-1.61,0.75,10.43,1
-0.27,2.86,8.43,1
-2.28,0.04,12.71,1
-0.98,-0.78,9.89,1
0.24,0.08,8.71,1
0.35,2.35,9.02,1
-1.1,-0.16,9.38,1
0.67,1.88,8.12,1
-0.47,2.12,9.85,1
-1.65,0.27,11.61,1
0.27,1.77,9.77,1
-2,1.14,11.18,1
-1.57,-0.24,10.24,1
0.12,0,7.92,1
1.53,2.31,9.18,1
-1.73,-0.98,12.32,1
0.63,1.29,8.51,1
-0.71,2,10.04,1
-1.73,1.41,10.87,1
-1.57,-0.27,10.16,1
-0.31,-0.27,9.02,1
-2.04,2.39,8.67,1
-1.26,-1.1,10.2,1
-0.12,0.16,8.59,1
-0.51,2.08,9.61,1
-1.73,2.16,10.87,1
-1.33,-0.63,9.73,1
-0.71,0.24,9.06,1
-1.57,0.16,11.53,1
-0.9,-1.37,9.89,1
0.43,0.94,8.39,1
-0.16,3.06,9.14,1
-0.35,-1.18,10.9,1
1.02,1.96,8.08,1
-1.1,1.53,11.22,1
-3.14,1.18,12.98,1
-2.24,-0.47,10.9,1
0.39,1.14,8.75,1
-2.59,-0.39,9.3,1
-0.94,0.47,9.73,1
0.78,1.57,8.32,1
0.12,3.96,8.9,1
0.43,0.24,8.94,1
0.63,1.77,8.28,1
-1.49,2.51,11.96,1
-2.86,-0.47,11.49,1
-0.9,-0.2,9.41,1
-1.92,1.8,7.77,1
-1.33,-2.63,9.3,1
-0.47,0.2,10.4,1
-0.71,3.3,10.04,1
-1.96,3.61,11.53,1
-1.37,0.2,9.3,1
0,3.88,8.67,1
-1.41,-1.37,10.2,1
-0.71,-1.14,9.96,1
0.63,0.51,8.39,1
-0.75,2.9,9.49,1
-0.63,-0.35,8.94,1
0.35,2,8.63,1
-0.59,2.08,10.87,1
-2.28,-0.75,11.18,1
-0.63,-0.39,9.06,1
0.12,2.24,8.87,1
-1.53,-0.94,10.55,1
0.43,-0.08,8.47,1
-0.51,3.53,9.73,1
-1.18,1.69,10.32,1
-0.71,-4.24,8.28,1
0.94,0.94,8.87,1
-5.57,-3.26,12.4,1
-2.2,-0.78,10.36,1
-2.2,2.31,8.98,1
-2.94,0.86,9.96,1
-1.69,2.71,13.18,1
-0.94,-1.53,10.08,1
1.53,1.18,10.47,1
0.39,1.1,7.65,1
-1.57,1.96,10.83,1
0.2,-0.71,10.67,1
0.63,-0.27,9.45,1
-1.22,-1.65,9.38,1
0.16,1.41,10.87,1
-0.35,-0.71,8.94,1
-0.39,3.65,9.41,1
-1.53,1.84,10.51,1
-1.37,-0.55,10.16,1
0.94,1.22,8.71,1
-2.12,-0.78,11.89,1
-2.12,-0.94,11.1,1
0.59,2.24,8.24,1
-0.16,3.92,9.77,1
-1.8,0.16,10.98,1
0.86,-0.78,11.57,1
-1.96,1.37,11.89,1
-2.63,-0.35,10.67,1
-0.27,0,8.39,1
1.02,2.24,8.9,1
-1.69,1.18,11.22,1
0.04,-0.51,10,1
-0.2,3.69,9.53,1
-1.53,0.55,9.92,1
-0.16,1.18,10.75,1
-0.04,0.94,8.63,1
-0.12,2.9,9.38,1
-0.35,0.71,8.59,1
0.98,2.75,7.69,1
-0.27,2.28,10.87,1
-2.31,-0.63,12.67,1
-1.57,-1.61,10.63,1
-0.04,1.88,8.67,1
-1.37,-0.67,10.04,1
0.67,-1.92,7.77,1
1.02,2.51,7.96,1
-1.26,1.84,12.24,1
-3.14,-0.63,13.06,1
-0.94,-1.18,9.57,1
-2.94,2.28,8.51,1
-1.65,-0.9,9.89,1
0.31,-1.69,7.73,1
0.78,2.12,9.45,1
-1.33,1.65,10.87,1
0.43,0.12,8.79,1
-0.31,3.8,9.18,1
-2.12,1.33,10.63,1
-0.78,-1.26,9.57,1
-1.06,0.12,9.02,1
-2.24,-0.43,11.02,1
-0.9,0.04,9.34,1
0.71,2.28,8.04,1
-0.78,2.28,10.9,1
-2.51,-0.04,11.18,1
-1.18,-0.63,9.73,1
-2.08,2.9,8.51,1
-0.75,-0.86,9.77,1
0.31,0.43,8.51,1
-0.16,2.55,9.22,1
-0.35,2.79,11.38,1
0.55,2,8.55,1
0,2.9,9.22,1
-1.41,-0.63,11.3,1
-1.49,-1.41,10.47,1
0.43,1.18,8.24,1
-1.49,-0.31,9.85,1
0.78,0.71,8.71,1
-0.16,1.92,9.57,1
-2.28,1.06,10.98,1
0.9,0.86,10.59,1
-0.39,2.82,9.14,1
-1.45,0.35,11.1,1
-1.84,-1.92,11.49,1
-0.63,-0.12,9.73,1
-1.18,2.75,9.53,1
-0.82,-0.59,10.08,1
0.78,2.98,8.47,1
-1.57,1.61,12.67,1
-2.75,-0.31,10.94,1
-1.1,-1.41,9.73,1
0.2,1.8,8.47,1
-2.04,3.18,8.87,1
0.39,0.39,9.18,1
-0.47,1.96,10.87,1
-1.92,1.65,10.51,1
-1.96,0.47,11.22,1
-0.27,0.12,8.39,1
-1.73,-0.51,9.89,1
0.12,0.86,10.36,1
0.27,1.14,8.75,1
0.04,3.33,9.57,1
-0.35,0.55,8.59,1
0.98,0.43,7.34,1
-0.43,2.28,10.12,1
-2.2,-1.41,11.49,1
-0.51,-1.33,10.2,1
-1.92,1.1,7.88,1
-2.24,-0.71,10.47,1
0.51,-1.73,8.39,1
0.35,1.77,9.22,1
-2.2,1.26,11.02,1
0.94,-0.43,10.4,1
-0.67,3.45,9.38,1
-1.53,0.43,11.41,1
-1.61,-1.1,10.32,1
0.43,0.43,8.55,1
-0.31,3.14,9.26,1
-0.71,-0.12,10.43,1
0.67,2.12,8.9,1
-1.61,1.92,11.02,1
-2.94,-1.45,11.89,1
-0.94,-0.04,9.18,1
0.75,2.82,8.08,1
-1.49,-0.71,10,1
0.63,0.71,12.51,1
0.2,2.75,8.79,1
-0.94,1.84,10.67,1
-1.77,0,10.12,1
0.86,0.12,8.2,1
-1.69,-0.71,10.63,1
-0.82,-1.22,11.34,1
-0.35,0.31,9.65,1
-0.55,3.1,9.77,1
-1.61,0.16,9.57,1
0.51,-3.53,9.22,1
-1.1,3.53,11.96,1
-2.28,0.39,11.61,1
-1.96,-1.49,11.06,1
-0.08,0.98,8.75,1
0.24,1.22,8.47,1
0.24,0.31,8.98,1
0.67,2.16,8.71,1
-1.57,1.65,10.9,1
-2.82,-1.41,12.28,1
-0.86,0.16,9.26,1
-1.53,2.51,10.9,1
-1.22,-3.3,8.79,1
0.51,-0.04,8.67,1
-0.12,2.08,9.57,1
-2.43,1.88,11.34,1
-0.12,0.12,9.81,1
0.47,0.51,8.04,1
-1.57,1.18,10.28,1
-1.26,-1.45,11.85,1
0.24,1.1,8.47,1
-2.2,-0.86,10.71,1
-0.78,-1.22,9.06,1
0,1.8,8.71,1
-0.71,3.26,9.73,1
-2.16,0.67,11.53,1
-1.96,-1.37,11.18,1
-2.86,0.9,8.08,1
-2.86,-0.35,10.9,1
0.04,0.16,8.51,1
0.55,1.92,9.18,1
-1.49,2.86,12.79,1
-0.55,0.67,11.81,1
-0.9,2.16,9.41,1
-1.61,2.08,10.55,1
-1.92,-1.18,9.73,1
0.55,-0.35,8.67,1
0.55,1.96,9.34,1
-1.8,-1.26,10.9,1
0.24,0.67,8.16,1
-0.75,3.88,9.41,1
-1.61,0.98,10.63,1
-0.82,-1.49,10.36,1
-1.49,-0.43,8.83,1
-2.24,0,10.71,1
-1.33,-1.14,10,1
0.31,1.53,8.67,1
-0.63,1.26,9.34,1
-2.47,-1.02,12.32,1
-1.22,-1.14,9.18,1
-1.53,1.02,8.2,1
-1.14,-0.16,9.73,1
0.47,0.39,8.43,1
0.94,2.24,8.94,1
-0.2,-1.45,11.22,1
0.31,-0.24,10.32,1
-0.82,3.73,9.81,1
-1.73,1.61,10.24,1
-1.37,-0.78,10.47,1
-0.31,0,9.26,1
-0.24,2.16,9.22,1
-1.33,-0.24,10.59,1
0.35,2.16,10.51,1
-0.75,2.28,10.94,1
-2.59,-0.86,11.41,1
-0.67,-0.35,9.14,1
0.82,1.53,7.73,1
-0.59,2.51,11.73,1
-0.2,-0.63,10.67,1
-0.63,1.92,9.69,1
-1.77,1.8,10.32,1
-2,-0.71,10.55,1
-0.04,-0.35,8.87,1
-0.51,1.77,9.57,1
-2.08,2.04,10.75,1
0.04,-0.86,10.24,1
-0.75,2.35,10.75,1
-2.59,-0.31,12.36,1
-1.14,-0.2,9.22,1
-0.08,1.41,8.63,1
-0.47,2.82,11.73,1
-2.67,-0.59,11.22,1
-0.86,-0.43,9.22,1
0,2.16,8.79,1
-1.06,-0.63,10.32,1
-0.27,0.55,10.4,1
-0.51,2.31,9.45,1
-2.16,2.28,10.55,1
-1.77,-0.78,9.73,1
-0.12,-0.24,9.18,1
-2.55,-0.12,9.34,1
-1.02,-0.08,9.57,1
0.08,2.47,8.63,1
-0.51,3.1,9.53,1
-2.55,0.51,12.24,1
0.75,-1.14,10.79,1
-2.9,2.31,11.53,1
-2.12,0.08,10.08,1
0.04,-0.27,8.32,1
0.08,1.92,9.81,1
-2.31,1.37,12.47,1
0,0.63,8.59,1
-0.82,3.14,9.53,1
-2,1.84,10.24,1
-0.71,0.04,9.81,1
-1.06,0.98,8.87,1
-2.71,-0.16,11.06,1
-1.1,-1.18,9.69,1
0.31,1.8,8.75,1
-0.27,2.67,9.45,1
0.47,-0.2,12.47,1
-0.55,2.43,10.83,1
-1.37,1.41,10.28,1
-1.69,-0.08,9.69,1
-0.08,-0.12,8.83,1
-0.08,2.9,9.18,1
-1.77,1.65,11.06,1
0.35,-0.04,10.55,1
-0.35,4.31,9.57,1
-1.84,1.77,10.12,1
-1.1,-1.22,10.12,1
0.04,0.82,8.55,1
-0.47,2.12,10.04,1
-0.71,2.24,10.71,1
1.1,-0.51,7.37,1
-0.82,1.69,9.06,1
-2.43,0.9,13.02,1
-1.06,-1.53,11.49,1
-0.86,0,10.24,1
-1.41,3.77,10.04,1
-0.86,-0.08,9.22,1
1.33,2.79,8.16,1
-0.43,2.98,9.18,1
-1.37,1.73,11.02,1
-2.67,-0.63,12.36,1
-0.71,1.96,11.38,1
-1.06,2.67,10.67,1
0.51,0.2,9.26,1
0.71,1.65,8.24,1
-0.39,2.98,9.96,1
-1.22,-0.24,7.45,1
0.12,2.51,8.75,1
-0.86,2.94,9.53,1
-1.96,1.53,10.4,1
-0.35,0.78,9.81,1
-0.43,1.49,11.3,1
-3.18,-1.65,12.04,1
-1.84,-1.18,10.36,1
0.24,1.22,9.1,1
-0.86,3.33,9.69,1
-2.24,0.12,10.4,1
1.37,-0.39,9.69,1
-0.9,2,11.65,1
-2.51,-0.71,11.3,1
-0.86,-1.45,9.1,1
0.71,1.73,7.85,1
0,1.65,8.08,1
0.2,0.04,9.1,1
0.75,2.35,9.3,1
-1.88,2.12,12.12,1
0.31,-0.2,12.16,1
-0.35,3.14,9.1,1
-2.47,1.49,11.34,1
-1.45,-0.78,10.4,1
1.26,1.02,8.55,1
0.43,3.1,8.75,1
-1.41,-1.77,9.89,1
0.27,0.75,9.96,1
-0.67,3.22,9.89,1
-2.39,2.39,11.53,1
0.86,-2.04,9.06,1
-1.1,3.3,9.34,1
-2.43,0.43,10.63,1
-1.06,-0.35,10,1
1.02,-0.35,9.02,1
-0.16,2.63,10.36,1
-1.41,1.45,10.98,1
0.12,1.06,8.43,1
0.12,3.33,8.47,1
-1.53,-0.31,9.1,1
-1.06,-2.51,10,1
0.51,1.65,8.63,1
-3.02,-1.96,12.71,1
-1.53,-1.65,10.63,1
-0.04,0.47,8.79,1
-0.27,4.86,9.49,1
-2.28,1.73,9.96,1
0.08,1.73,10.36,1
-0.43,4,11.26,1
-2.79,1.8,13.3,1
-1.73,-2.16,11.53,1
-0.39,0.71,8.71,1
0,3.77,8.9,1
-0.51,-0.55,9.26,1
-0.2,2.43,8.51,1
-0.47,2.63,11.3,1
-2.16,-0.16,11.38,1
-1.37,-1.8,10.32,1
-0.24,1.26,8.12,1
-0.78,3.18,9.34,1
-0.08,-2.51,6.79,1
1.57,1.06,8.12,1
-1.1,2.82,12,1
-1.73,-1.14,11.73,1
-1.45,-1.65,9.96,1
0.75,1.8,8.08,1
-2.59,-0.35,11.3,1
-0.59,-0.59,9.41,1
0.16,2.04,8.32,1
-1.22,0.67,11.77,1
-3.8,0.94,13.85,1
-0.2,-0.59,10.28,1
-2.47,2.59,8.39,1
-2.51,-0.98,11.06,1
-1.1,-2.71,8.2,1
0.04,2.43,8.63,1
-0.16,1.45,10.67,1
-2.75,-1.41,12.32,1
-2.08,-1.92,10.79,1
0.12,1.45,9.41,1
-2.43,-1.02,10.98,1
-1.1,-1.02,9.3,1
0.12,2.51,8.63,1
-0.82,3.45,9.81,1
0.16,1.1,11.92,1
-0.04,2.16,9.02,1
-1.73,1.53,11.77,1
-2.43,-0.04,11.38,1
-0.51,-0.82,9.02,1
-0.04,1.45,8.63,1
-1.1,3.96,12.32,1
0.43,1.53,8.63,1
0.08,3.26,9.38,1
-2.16,2.59,12.04,1
-2.55,0.27,10.9,1
0,2.79,10.36,1
-1.1,-1.49,7.73,1
-0.75,-1.41,9.14,1
0.31,1.22,10,1
0.55,2.55,8.75,1
-1.45,-3.69,10.55,1
-0.24,-0.55,9.57,1
-0.43,2.43,9.18,1
-1.45,1.84,10.55,1
-2.51,-1.14,8.67,1
-0.43,-2.51,8.2,1
0.35,0.9,6.98,1
-1.57,-0.75,10.71,1
0.39,-1.57,7.73,1
0.59,2.24,8.51,1
-1.84,2.82,11.49,1
-0.27,-0.86,10.59,1
0.31,-1.88,10.32,1
-2.71,3.33,11.73,1
-2.43,-1.8,10.71,1
-1.53,0.24,10.4,1
0.59,2.2,8.43,1
-0.9,3.22,9.65,1
0.31,1.49,10.67,1
0.94,2.28,9.06,1
-0.27,0.51,8.08,1
-1.57,2.28,11.85,1
-1.29,0.51,11.06,1
-1.92,1.33,8.36,1
-3.18,-0.24,12.83,1
-1.73,-0.39,10.94,1
0.31,0.82,8.94,1
-0.67,2.79,10.08,1
-2.51,2.04,11.18,1
-1.37,-0.35,9.34,1
-0.75,2.39,10.24,1
-1.73,1.49,10.94,1
-0.78,-0.43,9.77,1
-0.24,1.18,8.98,1
-0.04,2.71,9.49,1
-1.8,1.84,11.02,1
0.43,1.77,11.1,1
-0.94,4.12,9.85,1
-2.55,0.75,10.9,1
-1.65,-1.61,10.12,1
0.12,0.39,8.43,1
-2.28,1.96,9.65,1
