Axial,Tangential,Radial,fault
-2.04,4.2,10.43,0
1.96,-0.78,9.65,0
-0.08,-1.88,8.51,0
-2.82,-0.04,10.08,0
-1.61,4.79,10.71,0
2.16,-0.47,9.41,0
1.1,-2.55,8,0
-1.84,-3.02,14.16,0
-1.22,4,12.36,0
0.2,3.96,6.9,0
1.02,-3.22,8.08,0
-0.9,-1.84,13.81,0
-2.67,4.24,11.92,0
-1.06,4.75,11.41,0
2.12,-0.71,8.75,0
-0.9,-2.31,7.26,0
-2.94,0.43,11.41,0
-0.82,3.88,11.06,0
2.08,-0.39,9.06,0
1.02,-3.06,8.24,0
-2,-2.59,13.22,0
-0.51,3.8,11.81,0
-0.08,3.69,6.75,0
1.1,-3.3,8.28,0
-0.51,-2.16,13.85,0
-3.14,4.16,12.08,0
-1.29,4.31,11.53,0
2.04,-0.59,8.94,0
-0.51,-2.08,7.81,0
-3.06,0.35,10.67,0
-1.61,4.43,10.83,0
1.84,-0.47,9.22,0
1.26,-3.06,7.77,0
-1.61,-2.98,14.12,0
-0.9,3.49,12.71,0
0.31,3.3,7.18,0
1.1,-2.82,7.73,0
-0.2,-1.92,7.85,0
-2.63,0.12,10.55,0
-1.77,4.94,10.94,0
2.16,-0.71,9.49,0
-0.31,-2.2,7.88,0
-3.26,0.43,10.16,0
-0.9,3.96,10.2,0
0.55,3.8,7.49,0
1.14,-2.35,6.83,0
-1.88,-2.71,14,0
-0.86,3.41,13.14,0
0.55,3.57,7.85,0
1.57,-0.27,9.61,0
-0.12,-2.04,9.02,0
-2.82,0.27,9.89,0
-2.2,4.31,10.16,0
1.73,-0.35,9.73,0
0.75,-1.45,6.04,0
-1.84,-2.82,13.93,0
-1.57,3.88,13.26,0
0.63,3.57,8.32,0
0.9,-1.61,6.39,0
0,-2.31,8.59,0
-2.71,0.24,10.04,0
-1.49,4,10.04,0
1.61,-0.16,9.53,0
-0.55,-2,7.92,0
-2.24,-0.04,10.75,0
-1.06,4.47,11.69,0
0.08,3.41,6.2,0
0.94,-3.33,9.57,0
-1.88,-1.41,12.43,0
-0.9,4.2,9.96,0
-0.35,2.39,6.47,0
1.37,-0.2,6.83,0
-1.22,-3.61,8.43,0
-2.94,1.57,13.93,0
1.1,2.79,11.22,0
0.86,0.08,6.51,0
0.78,-3.49,11.22,0
-1.33,-0.63,11.53,0
-1.14,3.49,8.87,0
0.16,1.22,7.18,0
1.1,-3.22,11.38,0
-1.49,-3.8,9.53,0
-2.47,2.51,14.67,0
1.29,2.75,10.4,0
0.9,0.31,5.96,0
-1.8,-3.57,11.92,0
-1.84,3.14,14.4,0
-2.28,4.55,9.14,0
1.14,0,9.34,0
0.08,-2.59,9.57,0
-2.79,-0.16,9.89,0
-0.78,3.26,10.71,0
0.59,3.8,7.69,0
1.1,-2.51,6.86,0
-1.92,-2.9,14,0
-0.59,3.65,12.12,0
0.2,3.53,6.67,0
1.57,-0.35,8.87,0
-1.1,-1.77,7.3,0
-3.33,1.69,12.67,0
0.27,3.45,11.61,0
-0.31,-0.31,7.53,0
1.06,-3.41,10.63,0
-1.73,-0.82,11.96,0
-1.22,3.77,9.53,0
-0.35,1.73,7.1,0
0.9,-3.53,11.57,0
-1.8,0.04,11.1,0
-2.31,3.88,8.71,0
1.37,2.98,10.51,0
0.31,-0.2,5.49,0
-1.69,-3.3,12.2,0
-1.8,2.75,13.96,0
0.9,2.98,9.02,0
1.37,0.04,9.57,0
0.35,-2.51,9.26,0
-2.28,-0.08,9.81,0
-1.84,4.43,9.61,0
0.43,3.57,7.65,0
1.06,-1.96,7.06,0
-2.31,-2.82,13.96,0
-0.9,4.16,12.43,0
-0.08,3.61,6.32,0
2.12,-0.78,8.83,0
-0.98,-2.28,7.45,0
-3.18,0.43,12.2,0
-0.08,3.92,12,0
1.14,-0.16,7.37,0
-0.9,-3.14,8.12,0
-1.53,-0.59,13.65,0
-1.45,3.84,9.26,0
0.51,1.18,7.65,0
0.47,-2.79,11.38,0
-1.49,-0.08,10.79,0
-1.88,3.88,9.14,0
1.18,3.1,9.18,0
0.51,-0.67,6,0
-2.28,-3.06,13.02,0
-1.41,3.1,13.45,0
0.75,3.02,8.08,0
1.41,-0.2,9.77,0
-0.31,-1.73,8.47,0
-2.82,-0.31,10.12,0
-1.49,3.92,10.47,0
1.73,-0.27,9.34,0
-0.31,-2.08,7.81,0
-1.69,0.08,11.41,0
-1.29,3.77,11.38,0
-0.16,3.18,6.35,0
0.71,-3.06,9.85,0
-1.61,-1.77,12.75,0
-0.98,4.35,10.36,0
-0.39,2.79,6.39,0
1.41,-0.16,7.88,0
-0.9,-2.55,7.41,0
-2.9,1.1,12.94,0
0.31,3.8,11.45,0
1.37,-0.51,7.69,0
0.75,-3.65,10.55,0
-2.08,-1.41,12.2,0
-0.78,3.96,10.59,0
-0.39,2.82,6.35,0
0.94,-3.8,10.43,0
-1.84,-1.14,12.63,0
-1.1,3.69,10.55,0
-0.35,2.67,6.32,0
1.26,-0.12,7.34,0
-1.29,-2.63,7.92,0
-2.9,1.26,12.94,0
0.2,3.84,11.89,0
1.29,-0.2,7.37,0
0.75,-3.37,10.43,0
-1.53,-1.14,12.24,0
-1.18,4.24,9.73,0
-0.27,2.55,6.67,0
0.67,-3.3,11.41,0
-1.8,-0.35,11.41,0
-1.61,3.8,9.34,0
1.22,2.67,10.43,0
0.31,0.39,5.88,0
-1.65,-3.92,10.9,0
-1.65,2.16,14.12,0
1.33,2.94,9.38,0
0.98,0.16,9.26,0
0.43,-2.51,10.16,0
-2.16,0.04,9.92,0
-1.88,4.16,9.81,0
0.78,3.84,8.04,0
0.86,-2.2,6.71,0
-1.61,-2.79,14.08,0
-0.43,3.69,12.08,0
0,3.65,6.79,0
2.24,-0.75,8.9,0
-0.94,-2.39,7.34,0
-2.82,1.06,12.59,0
0.39,3.69,11.49,0
0.86,0,7.02,0
1.1,-3.1,11.14,0
-1.69,-0.47,11.38,0
-1.61,3.53,9.02,0
-0.08,1.22,7.61,0
0.55,-2.35,11.49,0
-1.49,0.39,10.67,0
-2.51,2.71,14.4,0
1.57,2.94,9.96,0
0.43,0.16,5.77,0
-1.96,-3.57,11.14,0
-2.2,2.67,13.96,0
-2.12,4.39,8.9,0
0.82,0.27,9.18,0
0.55,-2.9,10.08,0
-2.31,0.35,10.04,0
-2.2,4.28,9.34,0
0.86,2.59,8.75,0
0.82,-1.61,6.35,0
-2.24,-2.82,14,0
-0.82,3.22,12.94,0
0.55,4,7.14,0
1.88,-0.63,9.38,0
-0.43,-1.8,7.96,0
-3.02,0.12,10.94,0
-0.55,4.12,11.96,0
1.69,-0.9,8.32,0
0.98,-3.26,9.45,0
-1.61,-2.08,13.18,0
-0.67,4.82,10.9,0
0,3.69,6.43,0
1.1,-3.65,9.14,0
-1.02,-2.28,12.83,0
-2.86,0.63,12.36,0
-0.2,4,11.26,0
2.08,-0.59,8.39,0
-0.98,-2.35,7.34,0
-3.53,0.47,12.08,0
-0.47,3.96,11.61,0
-0.47,-0.78,8.28,0
0.86,-3.18,9.77,0
-1.88,-1.77,12.83,0
-0.67,3.73,11.49,0
-0.39,3.18,6.24,0
1.37,-4.12,9.65,0
-1.02,-1.92,12.63,0
-2.94,3.65,10.51,0
0.39,3.84,11.85,0
1.69,-0.24,7.85,0
-1.02,-3.1,7.53,0
-3.3,1.61,12.91,0
0.71,3.3,11.57,0
-0.2,2.51,6.9,0
0.75,-3.1,10.75,0
-1.37,-0.35,11.73,0
-1.45,3.77,9.38,0
-0.12,0.98,7.37,0
0.75,-2.82,11.38,0
-2.16,-2.75,10.32,0
-1.77,2.98,14.63,0
1.33,2.9,9.26,0
0.2,-0.51,5.96,0
-1.77,-2.98,12.63,0
-1.65,2.79,13.65,0
1.06,3.53,8.2,0
1.61,-0.47,9.73,0
-0.12,-2.31,8.83,0
-2.47,-0.2,10.08,0
-1.37,4.08,10.4,0
1.84,-0.47,9.45,0
0.71,-3.14,7.61,0
-1.57,-2.59,13.81,0
-0.86,4.08,11.22,0
-0.55,3.1,6.35,0
0.78,-3.37,10.47,0
-1.69,-1.29,12.12,0
-1.22,3.8,9.38,0
1.1,2.9,7.18,0
0.27,0.04,6.32,0
-1.22,-3.69,10.24,0
-2.39,2.43,14.36,0
1.22,3.1,9.49,0
0.98,0.16,8.9,0
0.16,-2.28,9.77,0
-2.67,0.04,9.92,0
-1.29,3.3,10,0
0.35,4.16,7.85,0
1.22,-2.28,6.79,0
-1.8,-2.59,13.89,0
-0.75,4.28,11.85,0
-0.04,3.26,6.32,0
1.65,-0.16,8.47,0
-0.78,-2.75,7.65,0
-3.18,1.84,13.26,0
0.12,4.24,11.45,0
0.98,0.43,6.79,0
0.59,-2.94,11.41,0
-1.88,0.24,10.94,0
-1.49,3.84,9.38,0
0.35,1.02,8.67,0
0,0,10.36,0
-1.65,-3.69,12.51,0
-1.26,3.22,13.53,0
1.02,3.57,8,0
0.94,-2.08,6.71,0
-0.16,-2.67,14.08,0
-2.67,0.16,12.2,0
-1.18,4.47,11.38,0
1.84,-0.35,8.43,0
-0.94,-3.33,7.61,0
-2.63,1.06,13.89,0
0.78,3.61,11.45,0
-0.12,1.84,6.39,0
0.75,-3.37,11.81,0
-1.61,0.39,10.71,0
-2.04,4.12,8.55,0
0.82,0.63,8.71,0
0.27,-0.04,5.53,0
-1.96,-2.51,12.87,0
-1.61,3.1,14,0
0.75,3.3,8.47,0
1.06,-1.41,6.28,0
-0.27,-2.12,14.12,0
-2.94,0.39,10.2,0
-1.45,4.43,10.71,0
1.61,-0.2,9.14,0
-0.9,-1.45,7.49,0
-3.1,0.67,12.16,0
0.16,3.8,11.77,0
-0.43,2.75,7.45,0
0.78,-3.33,10.98,0
-1.77,-0.55,11.77,0
-1.41,4.59,9.3,0
-0.04,2,7.22,0
0.47,-2.79,11.38,0
-1.53,-4.08,10.83,0
-1.77,2.59,14.47,0
0.9,2.82,10.16,0
0.59,0.2,5.77,0
-2.08,-3.3,11.81,0
-1.65,3.14,14.16,0
1.14,2.75,9.34,0
0.94,0.67,9.38,0
0.27,-2.47,10.2,0
-2.51,0.16,9.92,0
-1.57,4.43,9.53,0
0.9,3.53,8.59,0
0.39,-1.14,6.08,0
-2.2,-2.71,13.93,0
-0.78,3.53,13.18,0
0.27,4.12,7.65,0
1.84,-0.59,9.57,0
-0.27,-1.84,8.55,0
-3.02,0.47,10.36,0
-1.8,4.67,11.1,0
1.88,-0.59,9.49,0
1.14,-3.1,7.22,0
-1.96,-2.67,14.12,0
-0.94,3.84,12.75,0
0.59,3.53,7.45,0
1.1,-2.55,7.02,0
-0.47,-1.8,7.88,0
-3.49,0.78,10.2,0
-1.57,4.12,10.36,0
2.16,-0.51,9.61,0
-0.24,-1.96,8.39,0
-2.75,0.2,10.2,0
-1.06,4.51,10.75,0
0.47,3.65,7.14,0
1.18,-2.31,7.02,0
-2,-2.98,14.08,0
-0.98,3.37,13.06,0
0.67,3.37,7.96,0
1.84,-0.51,9.77,0
-0.27,-2.04,8.39,0
-2.82,0.39,10.04,0
-1.45,4.47,10.24,0
1.8,-0.2,9.61,0
1.14,-1.84,8.63,0
-2.16,-2.71,14.16,0
-1.02,3.1,12.98,0
0.35,3.45,8.04,0
0.86,-1.37,6.43,0
0,-2.2,13.93,0
-2.35,0,9.96,0
-2.2,4.75,9.49,0
1.77,-0.35,9.73,0
-0.08,-2.24,8.94,0
-2.12,-0.04,10.08,0
-1.06,4.71,9.65,0
0.51,3.65,8.32,0
0.71,-1.26,6.35,0
-2.2,-2.75,13.89,0
-1.06,3.84,13.38,0
-1.92,4.08,8.04,0
1.29,-0.24,9.45,0
0.04,-2.24,8.94,0
-2.79,-0.08,9.81,0
-1.69,4.43,10.04,0
1.69,-0.59,9.69,0
1.14,-2.28,6.71,0
-2.16,-2.63,14,0
-0.67,3.49,12.87,0
0.35,3.49,7.22,0
1.26,-2.67,7.3,0
-0.31,-2.31,7.81,0
-2.82,0.27,10.59,0
-1.37,4.16,10.59,0
1.57,-0.16,9.53,0
-0.75,-1.77,7.73,0
-2.55,-0.12,10.94,0
-0.75,3.88,11.06,0
-0.24,3.61,8.71,0
1.1,-3.84,8.59,0
-1.69,-2.75,13.77,0
-1.26,4.24,11.49,0
-0.59,3.96,6.24,0
1.02,-3.53,9.73,0
-0.94,-2.39,7.53,0
-3.18,1.33,12.36,0
-0.08,3.92,12.04,0
1.29,-0.16,7.81,0
-1.06,-2.98,7.45,0
-2.67,1.02,13.14,0
-1.06,4.04,11.53,0
0.08,2.71,6.63,0
0.71,-3.73,10.63,0
-1.65,-1.1,12.32,0
-0.98,4.67,10.2,0
-0.55,2.55,6.63,0
1.33,-2.98,11.1,0
-1.41,-3.14,8.39,0
-3.02,1.45,13.61,0
0.55,3.57,11.85,0
0.98,-0.2,6.51,0
-1.14,-3.45,8.79,0
-1.73,2,13.93,0
-1.73,3.65,9.26,0
0.35,1.18,7.18,0
0.63,-3.49,11.38,0
-1.49,0,11.34,0
-2.86,3.53,9.1,0
1.26,2.94,10.51,0
0.59,0.16,6.24,0
-1.8,-3.26,9.77,0
-2.24,2.24,14.36,0
-1.45,3.73,10.47,0
-0.12,1.69,7.96,0
0.2,-2.2,11.41,0
-2.2,0.55,10.55,0
-1.77,4.12,9.34,0
0.9,0.51,8.2,0
0.35,0.24,5.81,0
-1.8,-2.94,11.65,0
-2.43,3.41,14.08,0
2.16,2.12,9.77,0
0.39,0.43,5.73,0
0.78,-2.67,10.36,0
-2.59,0.71,10.24,0
-2.31,3.73,9.14,0
0.82,0.43,9.22,0
0.59,-0.78,5.69,0
-2.16,-3.1,13.34,0
-1.53,2.86,13.69,0
0.98,2.98,8.79,0
1.41,-1.18,6.2,0
-0.12,-2.04,8.94,0
-2.67,0,9.92,0
-2.04,4.47,9.77,0
1.77,-0.94,9.96,0
1.1,-2.12,8.75,0
-2.43,-2.55,13.73,0
-0.9,3.88,12.91,0
0.43,3.49,7.22,0
0.86,-2.82,7.34,0
-0.16,-2.71,13.85,0
-2.9,0.78,12.2,0
-1.02,3.53,10.87,0
1.45,-0.59,9.26,0
-1.14,-2.16,7.65,0
-2.75,0.24,11.73,0
-0.86,4.59,11.06,0
1.96,-0.59,8.59,0
0.98,-3.57,8.94,0
-1.49,-2.31,13.45,0
-0.71,4.2,11.73,0
-0.31,3.26,6.12,0
1.06,-3.41,9.45,0
-0.82,-2.16,12.83,0
-3.45,0.82,11.22,0
-0.16,3.45,11.77,0
1.61,-0.67,8.16,0
-1.02,-2.71,7.49,0
-3.49,1.22,12.24,0
0,3.73,11.96,0
-0.12,2.67,7.37,0
0.67,-3.49,10.24,0
-1.41,-1.77,12.67,0
-1.14,3.73,10.12,0
-0.2,2.55,6.59,0
0.86,-3.65,10.71,0
-1.33,-1.29,12.55,0
-1.26,4.43,9.92,0
0.35,3.22,11.53,0
1.61,-0.39,7.34,0
-1.22,-2.59,7.96,0
-3.14,1.37,13.06,0
-0.24,3.88,11.85,0
-0.55,2.67,7.65,0
0.82,-3.49,9.92,0
-1.57,-1.92,12.43,0
-0.63,2.86,11.02,0
-0.12,2.94,6.39,0
1.02,-3.8,9.73,0
-0.98,-2.47,7.49,0
-3.26,0.47,11.89,0
-0.08,4.24,11.65,0
1.77,-0.59,8.24,0
-0.9,-2.55,7.49,0
-2.82,0.27,11.49,0
-0.78,3.84,11.22,0
0.12,3.3,6.9,0
0.94,-3.26,8,0
-1.77,-2.59,13.77,0
-0.59,3.57,11.69,0
0.24,4.2,6.94,0
2.2,-0.67,9.14,0
-0.67,-2.04,7.73,0
-2.86,-0.08,10.79,0
-1.84,4.59,11.34,0
1.96,-0.47,9.45,0
1.14,-1.96,7.73,0
-1.88,-2.47,13.81,0
-0.59,3.73,12.87,0
0.12,3.77,6.98,0
0.94,-2.82,7.22,0
-1.88,-3.18,13.96,0
-0.24,2.98,12.4,0
-1.18,4.43,10.71,0
2.04,-0.75,9.26,0
-0.24,-2.28,8.2,0
-2.98,-0.16,10.4,0
-1.61,4.35,10.71,0
1.77,-0.2,9.41,0
1.1,-2.2,7.77,0
-2.08,-2.39,14,0
-1.02,3.37,12.75,0
0.39,3.84,7.77,0
1.1,-1.69,7.1,0
-2.16,-2.94,14.04,0
-2.63,3.69,13.02,0
-1.92,3.73,9.96,0
1.53,-0.39,9.85,0
0.04,-2.04,8.55,0
-2.86,0.16,9.96,0
-0.67,4.08,10.16,0
0.2,4.2,7.34,0
0.98,-2.31,6.94,0
-2.12,-2.98,14,0
-1.1,3.92,12.83,0
0.16,3.57,7.57,0
1.8,-0.51,9.45,0
-0.35,-2.12,8.32,0
-2.71,0.04,10.16,0
-1.26,4.16,10.47,0
2.35,-0.98,9.45,0
0.94,-2.82,7.57,0
-1.96,-3.33,14.2,0
-0.71,3.96,12,0
-0.04,3.33,6.71,0
1.06,-2.94,8.04,0
-1.96,-2.39,13.69,0
-3.22,4.59,11.73,0
-0.94,4.79,10.79,0
1.49,-0.43,8.79,0
-0.31,-2.08,7.65,0
-3.37,1.02,11.53,0
-0.67,4.12,11.41,0
1.88,-0.71,8.87,0
1.26,-3.57,8.47,0
-1.77,-2.86,13.42,0
-0.47,3.61,11.49,0
0.2,3.96,6.71,0
1.14,-3.33,8.39,0
-0.71,-2.31,13.85,0
-3.33,0.12,11.41,0
-0.55,4.04,11.57,0
1.8,-0.86,8.9,0
-0.82,-2.16,7.41,0
-2.9,0.75,12.2,0
-0.35,4.51,11.26,0
-0.24,-0.51,8.32,0
0.98,-3.45,9.65,0
-1.96,-1.88,12.91,0
-0.82,4.47,10.75,0
-0.51,2.98,6.08,0
0.47,-2.67,10.67,0
-1.57,-0.82,12.04,0
-1.18,4.2,9.85,0
0.12,4.51,11.85,0
0.78,-0.27,6.86,0
-1.06,-3.37,8.32,0
-2.55,1.73,13.96,0
0.9,3.14,11.49,0
0.27,1.49,7.14,0
0.39,-2.75,11.18,0
-1.65,0.12,11.38,0
-1.77,4.24,8.83,0
0.12,1.49,7.88,0
0.75,0.27,6.24,0
-1.37,-3.1,9.49,0
-2.55,2.43,14.47,0
0.67,3.77,10.79,0
0.12,1.29,7.77,0
0.47,-2.43,11.77,0
-2.2,0.24,10.83,0
-1.84,4.59,9.02,0
0.59,0.75,7.92,0
0.51,0.31,6,0
-1.37,-3.26,11.34,0
-2.35,2.82,14.55,0
1.29,3.22,9.77,0
0.51,0.67,8.79,0
0.2,-3.1,10.9,0
-2.43,0.67,10.59,0
-2.08,4.28,9.1,0
0.59,0.86,8.75,0
0.55,-0.2,5.84,0
-1.49,-3.06,11.77,0
-1.8,2.71,14.32,0
0.94,3.33,9.65,0
0.67,0,5.81,0
0.16,-2.16,10.16,0
-2.47,0.71,10.28,0
-2.12,4.79,9.26,0
1.26,-0.24,9.14,0
0.63,-0.43,10.04,0
-1.73,-3.22,12.63,0
-1.8,3.22,13.93,0
1.14,3.1,9.14,0
0.39,-0.75,5.92,0
-1.73,-3.53,13.38,0
-1.61,3.26,13.42,0
-1.8,3.73,8.9,0
1.37,-0.24,9.61,0
0,-2.04,9.73,0
-1.92,-0.35,10.36,0
-2.24,3.84,9.22,0
1.61,2.79,9.14,0
0.55,-0.51,5.73,0
-2.2,-3.1,12.4,0
-1.92,3.06,14.12,0
1.49,2.63,10.12,0
0.63,0.35,6.08,0
0.59,-2.9,11.1,0
-1.92,0.16,10.9,0
-1.57,3.96,8.75,0
-0.04,1.22,7.49,0
0.78,0,11.57,0
-1.26,-3.84,9.18,0
-2.9,1.84,14.36,0
1.06,3.14,11.45,0
1.06,0.12,7.02,0
0.71,-3.57,11.22,0
-1.41,-1.02,12.04,0
-1.1,4.16,10.32,0
-0.24,2.67,6.32,0
0.86,-3.69,9.92,0
-1.77,-2.04,13.3,0
-0.82,4.28,11.22,0
-0.75,4.67,6.43,0
2.24,-0.71,8.55,0
-0.9,-2.24,7.45,0
-2.71,0.63,11.06,0
-1.22,4,10.83,0
1.65,0.12,9.57,0
0.9,-2.67,7.02,0
-2,-2.75,14.2,0
-0.55,3.65,12.79,0
-0.08,4.24,7.77,0
1.06,-1.61,6.59,0
-0.2,-2.31,8.75,0
-2.71,0.39,10,0
-2.16,3.96,9.53,0
1.33,-0.39,9.69,0
0.51,-2.86,9.89,0
-1.61,-3.57,10.16,0
-1.37,3.02,14.36,0
0.71,3.49,9.77,0
0.43,0.63,5.77,0
-1.92,-3.37,11.49,0
-2.35,3.02,14.36,0
-2.16,4.59,10.83,0
0.39,1.53,7.88,0
0.43,-2.79,11.53,0
-1.65,0.12,11.14,0
-1.73,4.24,9.41,0
0.98,3.22,7.22,0
0.98,0.2,6.63,0
-1.45,-3.37,8.55,0
-2.98,1.88,13.81,0
-1.45,3.41,11.49,0
-0.24,2.82,6.51,0
0.82,-3.65,10.47,0
-1.8,-1.1,12.36,0
-0.67,4.12,10.36,0
-0.27,3.06,6.35,0
0.82,-3.45,9.81,0
-1.22,-2.31,7.45,0
-3.37,1.1,12.24,0
-0.59,4.04,11.14,0
1.77,-0.78,8.67,0
-0.63,-2.04,7.61,0
-3.18,0.35,11.22,0
-0.63,4.47,10.71,0
-0.08,3.77,6.79,0
0.98,-3.1,7.77,0
-1.61,-2.86,13.96,0
-0.86,3.65,12.4,0
0.27,3.84,7.45,0
1.92,-0.31,6.94,0
-0.2,-2.04,8.32,0
-2.63,0,10.16,0
-1.57,4.2,9.89,0
1.84,-0.12,9.73,0
1.1,-1.69,8.67,0
-1.73,-3.45,14.16,0
-0.94,3.57,13.42,0
0.71,3.49,8.28,0
0.78,-1.22,6.39,0
0.27,-3.57,13.53,0
-2.43,0.47,9.73,0
-1.88,3.84,9.53,0
1.45,0.08,9.53,0
0.39,-2.35,9.3,0
-1.61,-3.06,13.49,0
-1.14,3.18,13.49,0
0.55,3.41,8.12,0
0.94,-1.92,6.63,0
-1.84,-2.59,14.28,0
-1.26,3.84,12.47,0
-1.14,4.35,7.18,0
1.88,-0.43,9.34,0
-0.82,-1.92,7.45,0
-3.37,1.02,12.04,0
0,3.96,11.57,0
-0.27,-0.16,8,0
0.55,-3.3,10.2,0
-1.61,-0.63,12.08,0
-1.06,3.73,9.38,0
-0.24,2.28,6.79,0
0.27,-2.79,11.53,0
-1.73,0.08,10.87,0
-2.28,2.86,9.14,0
0.86,2.98,10.2,0
0.04,0.39,5.69,0
-1.73,-3.02,12.55,0
-1.37,2.98,13.85,0
-2,3.14,8.67,0
1.26,0,9.57,0
-0.24,-2.43,8.9,0
2.16,-0.63,9.73,0
0.9,-3.06,7.57,0
-1.84,-2.35,13.81,0
-1.02,4.71,11.41,0
-0.12,3.53,6.32,0
0.9,-3.41,9.53,0
-0.86,-2.28,12.75,0
-2.98,1.14,10.24,0
0.47,4,11.61,0
1.41,0,7.14,0
-1.14,-3.06,8.47,0
-2.71,2.04,13.96,0
-1.53,3.88,11.1,0
0.27,1.29,7.61,0
0.51,-2.98,11.41,0
-2.39,0.31,10.59,0
-2.08,4.55,9.34,0
1.53,0.39,9.18,0
0.59,-0.43,5.73,0
-2.12,-3.02,13.38,0
-1.06,3.41,13.57,0
0.2,3.88,7.85,0
1.61,-0.35,6.94,0
-0.51,-1.96,8.12,0
-2.47,0.24,10.71,0
-0.75,3.53,10.71,0
1.8,-0.78,9.3,0
-0.31,-2.08,7.81,0
-2,-2.39,10.94,0
-0.35,3.65,12.2,0
0.12,3.49,6.67,0
1.29,-3.37,8.36,0
-1.57,-3.1,13.73,0
-0.94,4.04,11.57,0
0.04,3.53,6.63,0
1.77,-0.47,8.98,0
-0.98,-2,7.61,0
-3.22,0.51,11.69,0
-0.55,3.77,11.38,0
1.77,-0.35,8.28,0
1.06,-3.8,9.73,0
-1.61,-1.53,12.75,0
-0.78,3.22,10.04,0
-0.35,2.16,6.71,0
0.75,-3.3,11.61,0
-1.69,-0.24,11.06,0
-1.65,4.12,9.18,0
1.14,2.86,10.4,0
0.47,0,5.77,0
-1.69,-3.33,12.63,0
-1.61,2.94,13.69,0
0.9,3.37,8.39,0
1.26,-0.04,9.81,0
0.08,-2.39,8.43,0
-2.86,0.27,10.32,0
-1.14,3.77,10.79,0
-0.08,-0.82,9.02,0
0.94,-3.02,8.67,0
-1.57,-1.96,13.1,0
-1.37,4.47,10.08,0
-0.24,2.31,6.59,0
0.47,-3.3,11.57,0
-1.8,0,10.83,0
-2.2,3.92,9.1,0
1.37,2.79,10.28,0
0.43,-0.16,5.73,0
-1.65,-3.33,12.71,0
-1.65,3.49,13.81,0
0.86,3.45,8.55,0
1.53,0.2,9.73,0
-0.16,-1.96,8.59,0
-2.86,0.31,10.24,0
-1.8,3.92,10.75,0
1.61,-0.78,9.45,0
1.18,-3.14,8.12,0
-1.92,-2.2,13.42,0
-0.9,4.39,11.02,0
-0.43,3.02,6.28,0
1.29,-3.84,10.55,0
-1.8,-0.55,11.96,0
-0.86,4.51,9.65,0
1.02,3.37,11.38,0
0.67,0.16,6.24,0
-1.18,-3.77,10.24,0
-2.08,2.35,14.44,0
1.22,3.22,9.81,0
0.78,0.71,8.87,0
0.27,-2.59,9.92,0
-2.39,0.47,9.89,0
-1.1,3.8,10.12,0
0.31,4.04,7.69,0
0.67,-2.04,7.14,0
-2.16,-2,13.89,0
-0.43,3.57,11.65,0
-0.27,3.14,6.35,0
1.73,-0.2,8.08,0
-0.98,-2.98,7.81,0
-3.3,1.45,13.49,0
0.39,3.69,11.49,0
1.26,-0.08,6.67,0
0.71,-3.06,11.49,0
-1.57,-0.59,11.22,0
-1.49,3.84,8.94,0
0.51,0.67,8.32,0
0.31,-2.82,10.67,0
-2.28,0.63,10.2,0
-1.88,3.45,13.96,0
0.9,3.61,8.36,0
0.51,-0.98,6.28,0
-2.04,-3.22,14.04,0
-0.94,3.33,13.18,0
0.31,3.57,7.26,0
1.65,-0.63,9.65,0
-0.55,-2.39,7.92,0
-3.33,0.04,10.9,0
-0.75,3.77,11.02,0
1.77,-0.71,8.71,0
1.14,-3.37,8.63,0
-1.92,-1.8,13.1,0
-0.63,3.14,11.18,0
-0.27,3.06,6.28,0
0.71,-3.41,10.47,0
-1.29,-1.29,12.28,0
-1.33,4.12,9.61,0
0.9,3.37,11.57,0
0.86,0.2,6.63,0
-1.41,-4,9.22,0
-2.59,2.35,14.44,0
-1.96,2.43,10.83,0
0.43,1.18,8.08,0
0.24,-2.24,11.14,0
-2.12,0.35,10.47,0
-2.2,4.39,9.22,0
0.86,0.55,8.75,0
0.39,-0.12,5.88,0
-1.88,-3.65,12.71,0
-1.45,3.33,14.04,0
1.02,3.65,8.9,0
1.06,-0.04,6,0
0.39,-2.28,9.53,0
-2.94,0.39,9.96,0
-2.16,3.77,9.69,0
0.86,0.04,9.73,0
0.47,-0.78,5.96,0
-2.2,-3.14,13.69,0
-1.69,3.77,13.61,0
0.78,3.41,8.83,0
1.06,0.47,6.16,0
0.27,-2.35,9.38,0
-2.79,0.04,10.04,0
-2.28,4.75,9.26,0
0.82,0.08,9.38,0
0.59,-0.71,6.04,0
-2.12,-3.3,13.02,0
-1.45,2.86,14.16,0
0.63,3.06,9.3,0
1.22,0.08,5.84,0
0.2,-2.43,10.4,0
-2.39,0.39,10.08,0
-2.24,4.16,9.06,0
0.67,0.59,8.79,0
0.78,0.08,5.65,0
-1.77,-3.45,11.77,0
-2.12,2.55,14.16,0
1.1,3.14,10.32,0
0.55,-0.04,5.81,0
0.16,-2.31,11.14,0
-1.53,-0.16,11.02,0
-2.12,4.24,8.98,0
0.16,1.33,7.85,0
0.63,-3.49,11.53,0
-1.49,-3.69,11.3,0
-2.71,1.84,9.34,0
0.94,3.26,11.34,0
1.18,0.43,6.51,0
-1.26,-3.57,8.24,0
-1.73,1.65,13.42,0
-1.06,3.96,10.08,0
-0.59,2.51,6.24,0
0.94,-3.45,10.47,0
