Axial,Tangential,Radial,fault
1.26,3.1,7.18,0
1.02,0.51,6.83,0
-1.18,-3.65,8.55,0
-2.39,1.8,13.06,0
-0.08,4.16,11.14,0
-0.55,3.8,8.32,0
0.43,-4.04,9.34,0
-2,-1.53,12.87,0
-0.98,4.08,12.4,0
0.08,4.24,7.02,0
2.24,0.27,7.92,0
-0.67,-2.47,8.08,0
-2.82,0.04,10.4,0
-2.31,4.59,9.65,0
1.84,0.27,9.3,0
-0.2,-1.37,6.39,0
-2,-3.69,12.59,0
-1.41,3.1,13.3,0
1.41,3.14,9.49,0
-0.16,0.12,5.88,0
0.12,-3.02,10.98,0
-1.73,-0.59,10.87,0
-2.04,2.98,9.02,0
0.39,1.84,7.53,0
0.31,-3.69,10.63,0
-1.33,-0.67,12.04,0
-1.8,3.77,9.92,0
0.31,3.53,11.26,0
1.69,0.39,7.53,0
-1.06,-3.22,8.04,0
-2.71,1.65,12.51,0
-0.9,3.45,11.22,0
-0.43,4.24,6.67,0
0.78,-3.77,8.39,0
-1.65,-2.9,13.38,0
-0.98,3.96,12.87,0
0.24,4.2,7.37,0
2.28,0.04,9.45,0
-0.78,-2.51,8.36,0
-2.67,-0.51,9.89,0
-2,3.57,9.57,0
1.49,0.12,9.14,0
0.16,-0.51,6.12,0
-1.29,-4.47,12.16,0
-1.22,2.71,13.93,0
1.65,3.14,10.04,0
-0.08,0.16,5.96,0
0.51,-2.79,10.71,0
-1.8,0,10.9,0
-2.51,4.12,8.87,0
0.04,2.04,7.37,0
1.18,-3.57,10.83,0
-0.86,-3.22,8.94,0
-2.35,2.35,13.57,0
0.55,3.49,11.41,0
1.77,0.2,7.69,0
-1.49,-3.26,8.08,0
-1.73,-1.73,12.71,0
-1.02,3.41,11.45,0
-0.2,4,6.59,0
0.43,-4.08,8.55,0
-1.96,-2.08,13.45,0
-0.9,3.88,12.51,0
0.55,3.49,7.3,0
2.39,-0.27,9.57,0
-0.55,-2.63,8.24,0
-2.75,0.24,10,0
-2.43,5.1,9.45,0
2,-0.08,9.53,0
0.08,-0.9,6.35,0
-1.88,-3.65,12.55,0
-1.29,2.39,13.85,0
1.53,3.45,9.77,0
0.43,-0.2,5.92,0
0.31,-2.9,10.75,0
-1.8,0.24,10.43,0
-2.2,4.75,8.83,0
0.51,1.53,8.04,0
0,-3.06,10.94,0
-1.45,-4.16,11.26,0
-2.67,3.22,13.73,0
0.94,3.37,11.06,0
1.06,0.39,6.67,0
-1.41,-3.37,8.63,0
-2.28,2.2,13.73,0
-1.49,3.65,11.34,0
-0.51,3.26,6.63,0
0.55,-4,10.36,0
-1.84,-0.94,12.47,0
-1.14,3.61,10.9,0
-0.27,3.41,6.32,0
0.86,-4.31,9.26,0
-0.9,-2.43,7.57,0
-3.06,0.47,11.89,0
-0.82,4.43,10.75,0
2.04,-0.16,9.22,0
-0.67,-2.55,7.96,0
-2.55,0.2,10.32,0
-0.59,3.3,10.12,0
0.59,3.3,7.88,0
0.2,-1.84,6.63,0
-1.88,-2.82,13.57,0
-0.98,3.41,13.22,0
1.02,3.84,8.75,0
1.92,0.63,9.61,0
-0.12,-2.67,9.41,0
-2.12,0.31,10.08,0
-2.24,4,8.87,0
1.33,3.57,9.61,0
0.08,0.55,5.81,0
-1.61,-3.73,11.34,0
-1.88,2.79,14.12,0
1.06,3.37,10.28,0
0.39,2.12,8,0
0.31,-3.26,11.18,0
-1.73,-0.08,10.98,0
-2,3.84,9.1,0
-0.12,2.08,7.02,0
0.9,0.86,6.59,0
-1.14,-3.49,8.83,0
-2.55,2.35,13.89,0
0.2,4.47,11.34,0
1.33,0,7.57,0
0.31,-4.28,10.4,0
-2,-0.98,12.43,0
-1.53,4.24,10.75,0
-0.31,3.45,6.43,0
0.35,-3.88,9.02,0
-0.71,-2.79,13.61,0
-2.86,1.02,12,0
-0.86,3.84,10.94,0
2.28,-0.16,9.61,0
-0.71,-2.31,7.57,0
-2.16,-0.35,10.51,0
-1.84,4.16,9.92,0
0.67,0.04,10,0
0.55,-1.77,7.02,0
-2.31,-3.14,13.38,0
-0.98,2.9,13.73,0
0.9,3.73,8.63,0
0.59,-1.26,6.43,0
0,-2.79,9.61,0
-2.39,0.43,9.65,0
-2.16,3.84,9.1,0
1.06,0.67,8.79,0
0.43,0.08,5.88,0
-1.49,-4.12,11.92,0
-1.33,2.47,14.2,0
0.98,3.45,10.28,0
0.31,0.27,6,0
0.04,-3.1,11.14,0
-1.57,0.08,10.67,0
-1.92,3.57,8.9,0
0.67,1.77,7.45,0
0.9,0.71,6.2,0
-1.1,-3.57,9.38,0
-2.39,2,14.12,0
0.82,2.98,11.41,0
1.45,-0.08,7.26,0
0.16,-3.73,10.59,0
-1.57,-1.06,12.36,0
-1.37,3.8,10.2,0
-0.16,3.33,6.35,0
0.63,-3.92,10,0
-1.61,-1.77,12.87,0
-1.37,4.28,11.45,0
-0.27,3.92,6.24,0
2.12,-0.47,9.02,0
-0.67,-2.31,7.53,0
-2.9,0.63,11.06,0
-1.26,4.63,10.67,0
2.04,-0.63,9.65,0
0.82,-2.86,7.92,0
-2.2,-2.59,13.89,0
-1.22,4.28,12.79,0
0.59,3.92,7.49,0
0.63,-2.39,6.83,0
-0.08,-2.75,14,0
-2.55,-0.04,13.06,0
-1.77,3.65,9.77,0
1.84,-0.08,9.77,0
-0.51,-2.12,8.79,0
-2.35,0.24,9.77,0
-2.04,3.88,9.26,0
0.9,3.37,8.87,0
0.43,-0.98,6.32,0
-2.16,-3.88,12.98,0
-0.63,2.67,14.04,0
0.71,3.3,9.18,0
1.1,0.59,9.38,0
-0.16,-2.31,9.96,0
-2.16,-0.24,10.12,0
-1.96,3.57,9.06,0
0.98,0.35,8.9,0
0.51,-0.04,6,0
-1.65,-3.88,12.08,0
-1.8,3.1,14,0
1.18,3.14,10,0
0.47,0.27,5.81,0
0.16,-2.71,10.94,0
-1.8,0.39,10.47,0
-1.57,3.41,8.87,0
0.71,1.18,8.16,0
0.67,0.31,6.08,0
-1.53,-3.77,10.47,0
-1.84,2.39,14.4,0
1.02,3.3,10.71,0
1.02,0.35,6.47,0
0.47,-3.77,11.38,0
-1.53,-0.39,11.3,0
-1.84,3.8,8.9,0
-0.08,2.28,6.86,0
0.35,-3.3,11.26,0
-1.77,-0.55,11.65,0
-1.49,3.96,9.89,0
0.47,3.45,11.34,0
1.22,0.12,7.77,0
-0.86,-3.18,7.96,0
-2.75,1.77,12.55,0
-1.02,3.45,11.57,0
-0.08,3.3,6.32,0
0.78,-3.65,9.69,0
-1.73,-2.24,12.98,0
-1.18,3.84,11.45,0
0.16,3.73,6.43,0
2.12,-0.55,8.83,0
-0.75,-1.65,7.69,0
-2.94,0.43,11.1,0
-1.02,3.61,10.94,0
1.8,-0.51,9.41,0
-0.55,-2.43,7.69,0
-1.69,-2.47,10.83,0
-0.98,4.24,12.43,0
0.31,3.73,7.18,0
0.78,-2.47,7.3,0
-2.31,-2.98,13.85,0
-0.98,3.45,12.87,0
-1.49,3.8,7.53,0
1.57,-0.35,9.85,0
-0.16,-2.16,8.43,0
-2.79,0.24,9.92,0
-1.96,4.51,9.81,0
0.75,3.96,9.53,0
0.55,-1.33,6.43,0
-2.39,-3.14,13.65,0
-1.26,3.37,13.18,0
0.82,3.57,8.55,0
1.45,-0.04,9.61,0
0,-2.31,9.53,0
-2.39,0.08,9.85,0
-2.75,4.86,9.18,0
0.9,3.65,9.38,0
0.43,-0.75,6,0
-2,-3.57,12.91,0
-1.29,2.9,13.85,0
0.98,3.57,9.26,0
1.29,0.24,9.45,0
0.04,-2.04,10.4,0
-2.31,0.27,10.08,0
-1.77,3.84,8.83,0
1.22,0.27,8.87,0
0.71,0.43,6,0
-1.96,-4,11.77,0
-1.77,2.98,14,0
1.02,3.26,9.81,0
0.24,-2.35,11.38,0
-2.12,0.51,10.16,0
-1.77,3.88,8.87,0
0.63,0.82,8,0
0.08,0.35,6.04,0
-1.45,-3.8,10.9,0
-2.2,2.75,14.2,0
1.65,2.71,10.83,0
0.47,0.39,6,0
0.08,-2.51,11.49,0
-1.73,0.2,11.02,0
-2,4.04,8.71,0
0.55,1.29,7.57,0
0.59,0.39,6.43,0
-1.84,-4.08,9.57,0
-2.28,2.24,14.36,0
0.78,2.75,10.94,0
0.16,0.31,6.83,0
0.51,-3.41,11.38,0
-1.69,-0.24,11.38,0
-1.37,3.33,9.3,0
-0.31,2.2,6.55,0
1.06,-3.06,11.41,0
-1.18,-3.02,8.59,0
-2.75,2.12,13.89,0
0.78,3.41,11.34,0
0.78,0.08,7.18,0
-1.26,-2.9,8.04,0
-1.65,-1.18,13.1,0
-1.37,3.57,10,0
-0.08,2.47,6.47,0
0.55,-3.06,10.63,0
-1.53,-1.45,12.51,0
-1.22,4.2,10.4,0
0,2.9,6.47,0
2,-0.08,7.96,0
-1.1,-2.9,7.61,0
-2.75,1.22,12.55,0
-0.12,4.51,11.18,0
2.12,-0.35,8.47,0
-1.22,-2.55,7.53,0
-1.57,-2.08,12.36,0
-0.75,4,11.53,0
-0.27,3.61,6.2,0
1.18,-3.73,8.98,0
-2,-2.63,13.22,0
-1.14,4.47,11.81,0
0.16,3.18,6.79,0
2,-0.82,9.1,0
-1.18,-2.43,7.73,0
-3.14,0.67,11.22,0
-0.67,3.92,11.18,0
1.77,-0.24,9.18,0
0.78,-3.41,7.96,0
-1.96,-2.9,13.96,0
-1.06,4.47,11.92,0
0.04,3.73,7.18,0
1.14,-2.9,7.57,0
-0.78,-2.24,13.85,0
-2.75,0.04,12.94,0
-1.53,4.47,10.4,0
2.2,-0.35,9.69,0
-0.55,-2.08,7.96,0
-2.71,0.16,10.47,0
-1.37,4.47,9.85,0
0.04,3.84,9.53,0
0.94,-2.08,7.1,0
-2.2,-2.75,13.85,0
-0.94,4.24,13.22,0
0.59,3.88,7.85,0
1.73,-0.16,9.49,0
-0.12,-2.43,8.75,0
-2.82,-0.31,9.85,0
-1.92,4.59,9.26,0
1.41,-0.16,9.49,0
0.75,-1.33,9.3,0
-2.35,-3.06,13.89,0
-1.33,3.77,13.34,0
1.14,3.06,9.1,0
0.24,-0.75,6.04,0
0.16,-2.47,13.14,0
-2.51,0.43,9.96,0
-1.92,3.69,9.14,0
0.9,0.82,9.1,0
0,-1.88,10.47,0
-2.12,-3.33,12.28,0
-1.1,2.79,14.36,0
1.14,2.82,10.12,0
0.51,0.39,6.12,0
-1.65,-3.88,11.41,0
-1.37,1.69,14.32,0
-2.31,3.1,9.89,0
0.55,0.86,8.24,0
0.55,-2.59,11.45,0
-1.96,-0.04,10.51,0
-1.96,3.73,8.79,0
0.16,1.22,7.65,0
0.35,0.08,6.28,0
-1.45,-3.8,10.12,0
-2.39,2.59,14.12,0
1.02,2.9,10.94,0
-0.12,0.2,6.59,0
-0.04,-3.06,11.38,0
-1.96,0,11.38,0
-1.73,3.8,8.94,0
0.31,1.69,7.22,0
1.18,-3.73,11.49,0
-1.29,-3.45,9.22,0
-2.2,2.08,14.36,0
1.02,3.02,10.59,0
0.43,0.51,6.47,0
-1.61,-3.69,10.08,0
-2.28,2.71,14.28,0
-1.8,3.33,8.87,0
0.47,1.1,7.92,0
0.27,-2.63,11.26,0
-2.24,0.43,10.36,0
-2.24,4.39,9.1,0
1.37,2.82,9.61,0
0.35,-0.04,5.81,0
-1.92,-3.06,12.94,0
-1.65,3.8,13.77,0
0.78,3.65,9.06,0
1.61,-0.35,9.57,0
-0.67,-2.24,9.02,0
-2.16,0.04,10.08,0
-1.69,3.88,9.65,0
1.84,-0.71,9.77,0
0.9,-2.08,6.9,0
-2.31,-2.63,13.89,0
-0.55,3.69,12.55,0
0.04,3.3,6.9,0
0.94,-2.86,8.16,0
-0.75,-2.16,7.77,0
-3.37,0.82,11.41,0
-0.24,4.04,11.34,0
1.69,-0.67,8.51,0
-0.9,-2.43,7.85,0
-3.26,1.41,12.71,0
-1.49,4.16,11.49,0
-0.04,2.47,6.47,0
0.43,-3.41,10.59,0
-1.37,-0.98,12.12,0
-1.18,3.33,9.22,0
0.12,1.65,7.14,0
0.94,0.24,6.67,0
-1.69,-3.69,9.85,0
-2.04,2.47,14.55,0
0.98,2.9,10,0
0.31,0,6,0
0.35,-2.28,11.18,0
-2.24,0.51,10,0
-2.31,4.43,9.3,0
1.33,-0.24,9.3,0
0.47,-0.71,9.38,0
-1.84,-3.26,13.81,0
-0.94,3.22,12.91,0
0.27,3.61,7.73,0
0.9,-2.43,7.14,0
-0.67,-1.88,13.69,0
-2.79,0.16,11.81,0
-0.98,4.39,11.3,0
1.77,-0.67,8.98,0
-1.18,-2.47,7.65,0
-2.63,0.82,12.55,0
0.27,3.61,11.3,0
-0.27,0.08,7.61,0
0.43,-3.1,10.94,0
-1.73,-0.9,11.69,0
-1.41,3.8,9.41,0
-0.2,1.77,7.14,0
0.51,-3.1,11.73,0
-1.33,-0.31,10.75,0
-1.77,2.16,8.87,0
1.22,2.9,10.59,0
0.47,0.24,5.88,0
-1.65,-3.69,12.28,0
-1.8,3.22,13.77,0
-2.43,3.49,8.79,0
1.22,0.04,9.69,0
0.12,-2.82,9.18,0
-2.55,0.04,9.89,0
-0.82,3.41,10.43,0
0.47,3.41,7.18,0
0.86,-2.82,7.69,0
-2,-2.9,13.77,0
-0.24,3.96,11.77,0
-0.51,3.06,6.47,0
1.88,-0.86,8.51,0
-1.14,-2.71,8,0
-3.14,1.53,13.42,0
0.94,3.1,11.45,0
0.67,0.27,6.63,0
0.9,-3.06,11.38,0
-1.77,-0.16,10.98,0
-2.12,4.04,8.79,0
1.02,0.63,8.55,0
0.04,-2.59,10.04,0
-1.96,-3.84,10.04,0
-0.71,3.18,9.65,0
0.35,3.69,7.65,0
0.71,-2.31,7.34,0
-1.8,-2.47,13.45,0
-0.98,4.43,11.49,0
-0.43,4.59,6.16,0
1.33,0.12,8.04,0
-1.06,-3.14,7.92,0
-2.82,1.45,13.38,0
0.94,3.69,11.69,0
0.08,1.8,7.06,0
0.78,-3.18,11.57,0
-1.92,0,11.3,0
-1.88,4.31,8.94,0
0.47,1.26,8.28,0
0.51,0,6,0
-2,-2.9,11.22,0
-1.53,3.14,14.24,0
1.37,2.51,9.73,0
1.29,0.27,9.14,0
-0.12,-2.39,9.61,0
-3.18,0.39,9.96,0
-2.2,4.63,9.53,0
0.43,4.39,9.57,0
0.86,-2,6.86,0
-2,-2.59,14.04,0
-0.55,4.43,12.4,0
0.12,3.8,6.75,0
1.57,-0.24,8.98,0
-0.51,-2.31,8,0
-3.49,0.63,11.49,0
-0.59,4,11.34,0
1.65,-0.27,8.43,0
0.86,-2.9,7.85,0
-1.57,-1.45,12.79,0
-1.29,4.31,10.51,0
-0.55,3.18,6.28,0
0.78,-3.65,10.28,0
-1.69,-1.45,12.43,0
-1.29,4.35,9.96,0
0,2.2,6.47,0
1.18,-0.2,7.69,0
-1.29,-2.98,8.39,0
-2.71,1.8,13.96,0
0.94,2.82,11.38,0
-0.51,2.47,6.86,0
0.71,-3.22,11.34,0
-1.41,-0.43,11.65,0
-1.22,3.3,9.3,0
0.08,1.33,7.14,0
0.82,0.08,11.57,0
-1.53,-3.41,9.61,0
-2.43,1.96,14.4,0
1.33,3.49,10.63,0
0.75,0.12,6.32,0
0.27,-2.31,11.38,0
-2.04,-0.24,10.83,0
-2.12,4.08,8.43,0
0.67,0.63,8.28,0
0.55,-3.02,10.9,0
-2.39,0.08,10.43,0
-1.57,2.43,14.16,0
1.02,3.18,9.3,0
0.55,-0.31,5.84,0
-2.43,-2.16,12.91,0
-1.41,3.73,13.73,0
1.02,2.98,9.06,0
1.49,0,9.38,0
0.08,-2.2,9.3,0
-2.75,0.35,10,0
-0.82,4.9,9.53,0
0.59,3.45,8.12,0
0.9,-2.08,6.51,0
-1.84,-2.98,14.36,0
-0.67,3.77,12.71,0
0.24,3.69,6.98,0
1.37,-0.08,9.57,0
-0.59,-2.71,7.92,0
-2.67,0.12,11.14,0
-0.63,3.61,10.79,0
1.49,-0.47,8.9,0
1.22,-3.45,9.02,0
-1.77,-2.31,13.18,0
-0.67,4.24,11.3,0
-0.24,2.86,6.08,0
1.26,-4.12,9.69,0
-0.67,-1.61,12.98,0
-3.18,1.41,10.36,0
-0.04,4.35,11.65,0
1.61,-0.31,7.69,0
-1.22,-2.94,8.2,0
-2.75,1.69,13.96,0
0.51,3.61,11.38,0
-0.71,-0.12,7.06,0
0.55,-2.98,10.79,0
-1.69,0.16,11.65,0
-1.06,3.57,9.1,0
0.16,1.61,7.26,0
0.75,-3.41,11.69,0
-1.65,-3.53,9.89,0
-2.51,2.51,14.55,0
1.14,2.67,10.4,0
0.47,0.47,6.12,0
-1.88,-3.22,11.45,0
-2.63,2.82,14.24,0
-1.77,4.51,9.34,0
1.02,0.51,8.83,0
0.24,-2.55,9.89,0
-2.59,0.27,9.85,0
-1.49,3.45,13.18,0
0.59,3.69,8.59,0
0.67,-1.37,6.35,0
-2.16,-2.71,14.04,0
-0.47,3.96,12.79,0
-1.49,3.8,6.94,0
2.12,-0.08,9.45,0
-0.59,-2.35,7.73,0
-3.61,0.75,11.57,0
-0.2,4.04,11.18,0
1.49,-0.43,8.36,0
0.86,-3.41,9.73,0
-1.84,-1.96,12.79,0
-1.37,4.63,10.43,0
-0.08,2.71,6.16,0
0.94,-3.53,10.08,0
-1.57,-1.29,12.28,0
-0.78,3.33,10.04,0
0.39,2.31,6.83,0
0.98,0.24,7.02,0
-1.37,-3.1,8.71,0
-2.31,1.73,14.44,0
1.1,3.18,10.83,0
-0.08,1.57,7.57,0
0.39,-3.37,11.65,0
-2,0.55,10.79,0
-1.57,3.06,8.9,0
0.35,0.9,7.92,0
0.31,0.67,6.08,0
-1.8,-3.41,11.02,0
-1.96,2.04,14.28,0
1.37,2.94,9.81,0
0.47,0.98,8.55,0
0.31,-2.39,11.06,0
-2.24,0.39,9.96,0
-2.08,3.77,9.26,0
1.26,0.2,9.18,0
0.59,-0.59,5.81,0
-1.92,-2.75,13.61,0
-0.9,3.69,13.34,0
0.75,3.45,8.24,0
1.57,-0.16,9.73,0
-0.24,-1.69,8.43,0
-2.79,0.24,10.28,0
-1.53,4.39,10.32,0
2.2,-0.98,9.53,0
-0.94,-2.24,7.61,0
-1.77,-2.94,11.73,0
-0.78,3.96,11.57,0
-0.16,3.18,6.35,0
1.06,-3.61,9.69,0
-1.73,-1.77,12.79,0
-1.29,4.39,10.4,0
-0.51,2.55,6.39,0
1.29,-0.39,7.49,0
-0.9,-2.79,8,0
-2.82,1.8,14,0
0.51,3.65,11.3,0
0.9,0.12,6.55,0
0.78,-3.57,11.49,0
-1.96,0.12,11.22,0
-2,3.84,9.02,0
0.82,1.02,8.47,0
0.71,-2.2,10.9,0
-2.12,-2.98,11.85,0
-1.37,2.43,14.44,0
1.29,2.9,9.69,0
0.47,-0.27,5.88,0
-1.65,-3.57,12.91,0
-1.22,3.1,13.73,0
-1.69,3.22,8.79,0
1.18,0.2,9.41,0
0.04,-2.2,9.18,0
-2.94,0.2,9.69,0
-0.9,2.9,10.24,0
1.22,3.06,8.2,0
0.86,-2,6.67,0
-2.35,-2.82,14.16,0
-1.06,4.28,12.63,0
0.08,3.49,7.41,0
1.92,-0.71,9.49,0
-0.47,-2.2,7.69,0
-3.02,0.59,11.02,0
-0.9,3.84,11.22,0
1.77,-0.47,9.02,0
1.1,-3.33,8.63,0
-1.77,-1.96,13.34,0
-0.43,3.69,11.49,0
-0.2,3.41,6.43,0
1.37,-3.8,9.49,0
-0.78,-2.98,13.02,0
-3.14,4.31,11.06,0
-0.55,3.73,11.61,0
1.73,-0.47,8.63,0
-0.71,-2.51,7.69,0
-2.55,0.59,11.96,0
-0.04,3.73,11.3,0
1.84,-0.59,8.32,0
0.86,-3.26,9.45,0
-1.73,-2.35,13.1,0
-0.43,3.73,10.83,0
-0.55,3.18,6.32,0
1.29,-3.65,9.49,0
-1.18,-1.49,12.87,0
-2.86,4.67,10.75,0
0.16,3.84,11.53,0
1.77,-0.16,7.85,0
-1.22,-2.51,7.73,0
-3.1,1.73,13.69,0
0.86,3.3,11.77,0
-0.27,2.67,6.2,0
0.82,-3.53,11.06,0
-1.41,-0.59,11.81,0
-1.49,4.28,9.22,0
0.51,1.49,6.9,0
0.94,-0.12,11.41,0
-1.26,-3.37,9.34,0
-2.67,3.02,14.12,0
1.06,2.86,10.63,0
0.67,0.12,6.08,0
0.47,-3.96,10.4,0
-2.12,0.63,10.71,0
-1.92,4.08,8.59,0
0.59,0.51,8.2,0
0.27,-2.9,10.87,0
-1.88,0.31,10.32,0
-1.84,3.26,14.24,0
1.14,2.94,9.14,0
0.94,-0.78,5.88,0
-2.04,-3.14,13.34,0
-1.18,3.33,13.85,0
-2.35,3.53,8.43,0
1.33,0,9.57,0
-0.24,-2.24,8.9,0
-2.63,0.39,9.92,0
-1.65,4.04,10.2,0
0.43,4.12,9.57,0
0.9,-2.63,7.14,0
-2.16,-2.04,13.81,0
-0.86,3.45,12.04,0
0.16,3.53,6.47,0
2,-0.67,9.06,0
-0.86,-2.24,7.41,0
-3.33,0.67,11.73,0
-0.47,4.08,11.38,0
1.77,-0.39,8.43,0
1.14,-2.35,7.65,0
-1.77,-1.29,12.55,0
-0.9,3.96,10.32,0
-0.2,2.67,6.35,0
0.63,-3.22,10.94,0
-1.57,-0.47,11.89,0
-1.53,4.24,9.41,0
0.86,1.65,7.18,0
1.14,0.04,6.35,0
-1.37,-3.41,9.45,0
-2.51,2.12,14.08,0
0.75,3.26,10.94,0
0.16,1.41,8,0
0.47,-2.82,11.65,0
-2.16,0.43,10.67,0
-2.31,4.75,8.94,0
0.82,0.67,8.59,0
0.31,0.08,5.92,0
-2,-3.41,12.63,0
-1.18,3.22,14.04,0
1.1,3.49,8.32,0
1.49,-0.08,9.57,0
0,-2.35,8.9,0
-2.9,0.2,10,0
-1.69,4.67,11.3,0
1.69,-0.35,9.18,0
0.9,-3.1,7.92,0
-1.45,-2.43,13.65,0
-0.98,4.79,11.06,0
-0.2,2.71,6.24,0
1.1,-4.12,10.16,0
-1.18,-1.1,12.24,0
-1.45,3.61,9.49,0
0.75,3.61,11.26,0
1.06,0.39,6.63,0
-1.29,-3.8,9.85,0
-2.35,3.02,14.51,0
-1.88,2.86,9.77,0
0.2,1.02,8.43,0
0.51,-3.02,10.83,0
-2.28,-0.08,10.28,0
-2.2,3.92,9.02,0
1.02,0.12,9.02,0
0.51,-0.43,5.57,0
-1.57,-3.65,12.94,0
-1.61,2.51,13.85,0
1.1,3.14,8.98,0
1.33,-0.59,5.88,0
-0.08,-2.43,9.14,0
-2.67,0.43,10.04,0
-1.96,4.2,9.73,0
1.88,-0.59,9.65,0
0.82,-2.08,8.08,0
-2,-2.39,13.93,0
-0.75,3.96,12.67,0
0.12,3.8,6.94,0
0.9,-2.9,7.88,0
-2,-3.02,13.57,0
-0.67,4.55,12,0
-0.94,4.08,11.02,0
1.65,-0.78,8.83,0
-0.86,-2.55,7.73,0
-3.22,0.82,12.4,0
0.2,3.61,11.61,0
1.49,-0.67,7.96,0
0.9,-3.69,10.16,0
-1.29,-1.29,12.47,0
-1.1,4.12,9.85,0
-0.16,2.47,6.75,0
0.67,-3.37,11.3,0
-1.8,0.04,11.49,0
-2.63,1.96,8.67,0
1.14,2.67,11.45,0
0.82,0.31,6.16,0
-1.57,-3.57,9.81,0
-2.04,2.39,14.55,0
-1.77,3.73,9.26,0
0.04,1.29,7.41,0
0.75,-3.06,11.73,0
-1.73,0,11.02,0
-2.59,3.96,9.38,0
1.29,2.59,11.06,0
0.75,0.47,6.24,0
-1.18,-3.73,9.73,0
-2.47,1.57,14.2,0
-1.8,3.84,10.79,0
-0.08,1.73,7.41,0
0.63,-2.98,11.34,0
-1.84,-0.35,11.41,0
-1.84,3.88,8.9,0
0.12,1.49,7.41,0
1.02,0.24,6.28,0
-1.06,-3.41,9.14,0
-2.55,2.16,14.24,0
0.78,3.18,11.3,0
-0.16,0.16,6.39,0
0.98,-3.41,11.49,0
-1.65,-0.35,11.34,0
-1.29,3.57,9.45,0
-0.08,1.65,6.94,0
0.55,-3.49,11.69,0
-1.65,-0.63,11.18,0
-2.31,4.39,9.38,0
0.94,3.02,10.9,0
0.59,0.55,6.08,0
-1.49,-3.1,9.73,0
-2.47,2.55,14.08,0
-1.77,4,11.14,0
0.31,1.06,7.57,0
0.47,-2.75,11.53,0
-1.73,-0.16,11.14,0
-2,5.06,8.94,0
0.27,1.33,7.45,0
0.67,0.55,6.24,0
-1.96,-3.65,9.69,0
-2.24,2.04,14.51,0
0.98,3.02,10.28,0
0.43,1.33,6.32,0
0.71,-3.26,11.45,0
-1.8,0.12,11.06,0
-1.73,4.12,8.75,0
-0.16,1.26,7.61,0
0.86,-0.04,6.04,0
-1.29,-4.12,9.92,0
-2.43,2.63,14.47,0
0.98,2.75,10.9,0
0.75,0.12,6.08,0
0.47,-2.31,11.49,0
-2.16,0.43,10.75,0
-1.65,3.65,9.34,0
0.39,1.65,7.96,0
0.55,0.31,11.22,0
-1.33,-3.88,10.4,0
-2.2,2.59,14.44,0
1.02,3.22,10.63,0
0.55,0.27,5.77,0
0.27,-3.84,10.87,0
-2.16,0.71,10.59,0
-1.69,4.04,9.14,0
0.55,0.75,8.24,0
0.39,-2.79,11.06,0
-1.69,-0.16,10.51,0
-1.8,3.96,9.18,0
1.57,2.47,9.61,0
0.55,-0.08,6,0
-1.92,-3.69,11.81,0
-1.77,2.67,14.08,0
1.37,3.1,9.41,0
0.94,0.2,9.1,0
0.27,-2.35,10.36,0
-2.55,0.86,9.89,0
-1.92,4.2,9.45,0
1.29,2.47,9.3,0
0.43,-0.9,5.69,0
-2,-3.14,13.61,0
-0.94,3.49,13.38,0
-2.16,4.08,8.12,0
1.65,-0.04,9.85,0
-0.27,-2,8.71,0
-3.02,0,10.12,0
-2,4.67,10.63,0
2.08,-0.94,9.53,0
1.1,-2.67,7.77,0
-1.92,-2.86,13.89,0
-1.06,4.47,12.2,0
-0.2,3.65,6.43,0
1.02,-3.65,8.67,0
-1.33,-2.39,13.02,0
-1.1,4,11.1,0
-0.2,4.04,6.43,0
1.77,-0.35,8,0
-1.06,-2.94,7.57,0
-3.49,1.69,12.32,0
0.12,3.96,11.85,0
-0.12,2.67,7.53,0
0.71,-3.3,10.59,0
-1.57,-1.37,12.36,0
-1.37,4.43,9.85,0
-0.47,2.59,6.39,0
0.86,-3.37,10.79,0
-1.26,-3.22,11.92,0
-2.79,1.84,9.81,0
0.39,3.69,11.3,0
1.1,0.2,6.83,0
-1.18,-3.45,8.59,0
-1.61,1.37,14.12,0
-1.49,3.96,9.53,0
-0.16,1.96,7.02,0
0.67,-2.94,11.53,0
-1.8,-0.27,11.26,0
-1.41,4,8.98,0
0.78,1.57,6.98,0
0.86,0.27,6.2,0
-1.1,-3.8,9.18,0
-2.55,1.88,14.36,0
1.06,3.33,11.06,0
0.59,0.98,7.45,0
0.82,-3.53,11.45,0
-1.53,-0.35,11.45,0
-1.29,3.41,9.26,0
0,1.84,7.37,0
1.1,0.31,6.32,0
-1.84,-2.75,9.06,0
-2.35,2.08,14.28,0
0.9,3.37,11.18,0
0.08,1.57,6.08,0
0.75,-3.14,11.77,0
-2,-0.04,11.02,0
-1.77,4.04,9.18,0
0.31,1.14,7.41,0
0.75,0.04,6.04,0
-1.45,-3.73,10.16,0
-2.43,3.49,14,0
1.41,3.1,10.16,0
0.24,0.04,5.69,0
0.55,-2.35,11.45,0
-2.12,0.59,10.47,0
-2.16,4.71,9.06,0
1.06,0.08,9.3,0
0.47,-2.59,9.69,0
-2.16,-3.26,13.1,0
-1.69,3.06,13.65,0
0.94,3.8,8.36,0
0.86,-1.26,6.39,0
-0.08,-2.59,13.49,0
-2.94,3.26,13.45,0
